,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,SABRE TVD,ForeSight TVD,Relative TVD,A* CNOTs,A* Depth,A* Time,A* Memory
bv_n13.qasm,8,14,20,0.008285189047455788,14,20,0.010525521007366478,0.3686,0.4374,1.1866521975040696,17,20,0.02032847609370947,3.689453125
bv_n14.qasm,8,17,23,0.10024756100028753,17,22,0.03259547206107527,0.2106,0.2016,0.9572649572649572,17,21,0.024241721024736762,2.6357421875
bv_n12.qasm,6,12,18,0.007765855989418924,12,17,0.010638208012096584,0.137,0.1654,1.2072992700729925,12,15,0.01017836295068264,2.5595703125
bv_n8.qasm,5,8,13,0.005902010016143322,8,13,0.023131611058488488,0.1058,0.1008,0.9527410207939508,8,12,0.010358129977248609,2.4697265625
bv_n15.qasm,7,13,19,0.008615863043814898,13,18,0.010668353061191738,0.258,0.306,1.1860465116279069,13,17,0.02755344705656171,2.61328125
bv_n10.qasm,6,12,18,0.007126907003112137,12,18,0.01552645699121058,0.1682,0.1626,0.9667063020214032,12,15,0.010618107044138014,2.5302734375
bv_n11.qasm,8,17,19,0.008890067925676703,17,19,0.012664586072787642,0.2728,0.218,0.7991202346041056,17,21,0.009912993991747499,2.59765625
bv_n9.qasm,3,3,7,0.004533455008640885,3,7,0.004044212982989848,0.0876,0.099,1.13013698630137,6,10,0.009277876000851393,2.4462890625
