,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,SABRE TVD,ForeSight TVD,Relative TVD,A* CNOTs,A* Depth,A* Time,A* Memory
adder_n10,65,143,177,0.062217533006332815,131,155,0.09083231608383358,1.4643,1.3792,0.9418834938195725,104,127,0.620204898994416,5.1787109375
multiply_n13,40,106,90,0.05025790701620281,133,105,1.4597076829522848,1.3722,1.3247,0.9653840548025069,0,0,0.0,0.0
multiplier_n15,246,558,485,0.3067156430333853,582,479,29.702935812994838,1.7304,1.7194,0.9936430883032825,558,467,0.04958849004469812,10.6240234375
sat_n11,252,591,674,0.2754507919307798,585,692,3.2044383760076016,0.6956,0.6884,0.9896492236917769,480,579,0.0364592329133302,10.96875
seca_n11,84,153,119,0.0712718969443813,168,141,1.7762157151009887,0.9515,0.9345,0.9821334734629532,0,0,0.0,0.0
bv_n14,13,34,32,0.01565621793270111,55,53,0.022535606985911727,0.9905,1.0175,1.027258960121151,0,0,0.0,0.0
