,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,A* CNOTs,A* Depth,A* Time,A* Memory,A* Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,TKET CNOTs,TKET Depth,TKET Time,TKET Consolidated Blocks,qubits
vqe_n8.qasm,5488,78,7284,3.1176631909999983,0,78,7311,4.634861860000001,0,0,72,7287,11.579229950000002,0,165,7339,14.907653361000001,0,8
vqe_n6.qasm,1052,18,1497,1.1314062120000017,0,15,1493,1.7286633610000308,0,0,18,1486,3.694883895999965,0,0,1477,4.410747522999998,0,6
vqe_n7.qasm,2576,42,3519,1.2745228239999733,0,42,3536,2.1938546250000286,0,0,42,3512,8.483424530000036,0,0,3467,6.611741128999995,0,7
