,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,197,210,0.7247077710000003,8,134,196,1.7673701160000004,11,109,115,2.171531381000001,26,26,10,50
bv_n100.qasm,99,399,382,1.3685609999999997,15,305,366,3.725250005999996,8,219,165,4.3177347600000004,55,47,15,100
