,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,190,175,0.5213026910000007,1,113,158,0.7306806649999995,5,113,136,0.8438900369999995,32,20,5,50
bv_n100.qasm,99,413,374,1.6360904219999988,10,266,363,1.6750947960000033,17,271,323,1.804764420999998,52,50,12,100
