,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Memory,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Memory,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D Memory,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,182,164,4.581987891,2192.650390625,2,167,191,8.335613398000001,1678.0283203125,5,165,163,7.4527932360000015,755.3544921875,33,19,6,50
bv_n100.qasm,99,551,380,10.486337867000003,1122.6181640625,14,372,406,15.723011581999998,1911.4248046875,12,353,323,18.226610804000003,1344.9541015625,58,44,18,100
