,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,153,149,0.8038326700000002,6,84,140,3.8036460930000002,6,68,90,4.445857351000001,31,21,5,50
bv_n100.qasm,99,355,341,1.237938229000008,5,219,299,12.780614143999998,12,175,208,15.167532316000006,60,42,11,100
