,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,173,200,0.7740060620000015,8,118,178,0.9359403280000009,7,113,174,1.256724933000001,32,20,10,50
bv_n100.qasm,99,486,443,1.4678960950000004,7,352,400,2.2344503870000025,16,306,242,3.0468369809999984,65,37,15,100
