,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Memory,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Memory,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D Memory,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,214,172,6.807863255,2254.494140625,6,132,151,9.271684600999999,1244.9130859375,6,135,151,10.548708481000002,739.505859375,31,21,8,50
bv_n100.qasm,99,711,427,16.988623634999996,1259.140625,13,342,395,14.264930211,1903.8623046875,23,393,406,17.02198795400001,1824.76953125,62,40,20,100
