,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,126,164,0.5846087430000004,5,113,170,0.9011891950000006,8,125,162,1.096201911999998,23,29,7,50
bv_n100.qasm,99,326,342,1.250356397000001,11,219,283,2.5030996560000034,16,197,241,2.119591215,47,55,18,100
