,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,91,145,0.49338321299999954,6,74,128,3.655774110000001,8,61,105,4.667150937999999,34,18,9,50
bv_n100.qasm,99,495,429,1.3503739989999985,7,273,352,9.247772147000006,20,228,250,13.843873000000002,63,39,21,100
