,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Memory,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Memory,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D Memory,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,232,201,5.067417953,2246.205078125,2,175,202,44.923615863,11085.2705078125,4,132,155,38.51309095,6147.4833984375,39,13,4,50
bv_n100.qasm,99,579,471,12.425822729000004,1031.0517578125,11,343,434,67.67270413199999,3183.978515625,12,274,206,72.928212908,1037.837890625,59,43,15,100
