,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Memory,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Memory,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D Memory,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,155,164,4.289618413000001,2208.1484375,5,146,184,7.900335053999999,1701.7197265625,3,120,172,6.663990227000003,669.9599609375,29,23,8,50
bv_n100.qasm,99,687,444,12.558161510000001,1276.01171875,13,441,494,19.802044685,1879.400390625,27,389,406,21.330998888999993,1474.7392578125,47,55,28,100
