,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Memory,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Memory,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D Memory,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,227,172,4.996051261,2266.224609375,2,133,136,22.053052292,7093.10546875,6,113,152,18.936176555000003,640.9404296875,33,19,7,50
bv_n100.qasm,99,545,427,8.67797007,1013.6328125,5,300,265,36.997237184,1337.732421875,12,255,209,36.22987416699999,4915.9169921875,62,40,6,100
