,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Memory,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Memory,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D Memory,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,176,175,5.429801363000001,2212.5146484375,4,133,172,8.393055072,1369.126953125,6,131,85,10.513141338999997,931.07421875,29,23,5,50
bv_n100.qasm,99,625,418,12.544437906000002,1161.619140625,4,348,292,21.300060929999994,1957.9287109375,15,321,292,16.99727932399999,1102.6767578125,63,39,10,100
