,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,124,151,0.49001651899999743,5,101,139,2.1593660780000015,5,91,115,2.293856323,30,22,3,50
bv_n100.qasm,99,408,383,1.2476142390000007,9,241,327,4.083703353000004,19,182,243,5.536684909999998,64,38,17,100
