,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,111,137,0.5381365990000049,2,79,140,6.696956478999994,7,66,111,8.136630586999999,31,21,6,50
bv_n100.qasm,99,308,357,1.2359381589999998,13,201,241,17.786528565000026,11,146,171,18.67197681700003,67,35,15,100
