,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,317,198,0.895033165000001,2,137,185,0.7688728510000011,11,123,144,0.949189882999999,28,24,10,50
bv_n100.qasm,99,341,339,1.088611714999999,12,260,342,1.3596241899999981,14,242,302,1.791096041000003,50,52,15,100
