,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,205,164,0.6331888250000004,2,154,166,1.3450147650000002,4,99,105,1.7453290099999998,32,20,7,50
bv_n100.qasm,99,428,377,1.1356609070000019,8,344,433,3.386737601,17,297,312,4.811809828000008,51,51,10,100
