,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,227,214,0.668725134999999,10,148,130,2.0929773770000004,10,120,116,2.088726512000001,27,25,8,50
bv_n100.qasm,99,451,386,1.1974468019999875,4,295,265,3.5266906159999962,9,269,295,4.339203690000005,63,39,9,100
