,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Memory,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Memory,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D Memory,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,161,186,4.47133986,2222.5107421875,7,104,164,14.754709117,4667.6162109375,8,94,125,15.244574651999997,1700.2822265625,32,20,4,50
bv_n100.qasm,99,396,346,7.035495986999997,884.232421875,4,247,303,29.829316430999995,5806.0869140625,13,214,186,33.633692184,2499.5908203125,57,45,12,100
