,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,qubits
bv_n50.qasm,49,166,189,0.5693930229999999,7,131,156,3.4439109770000016,6,95,107,3.5126337869999986,35,17,8,50
bv_n100.qasm,99,439,384,0.8939410110000097,7,237,346,5.792177069999994,15,172,229,7.324362514000001,60,42,14,100
