,SABRE Swaps,MPATH Swaps,SABRE Depth,MPATH Depth,SABRE Time,MPATH Time
qft_n15,418.2,342.9,300.0,263.0,0.12210996689998233,123.45122413910002
dnn_n8,45.0,45.0,188.00000000000003,188.00000000000003,0.05350827769996159,68.10033556190004
adder_n10,85.80000000000001,60.0,170.79999999999998,164.00000000000003,0.01956046349996541,3.0321987541998627
cc_n12,54.60000000000001,30.0,77.4,71.0,0.013898221199974614,0.47994697349995474
multiplier_n15,728.9999999999999,348.00000000000006,669.8,463.00000000000006,0.17366767240000627,61.29201662220013
qf21_n15,348.3,234.00000000000003,437.30000000000007,408.00000000000006,0.07517310360003648,14.957162283
sat_n11,718.8,438.00000000000006,922.7,752.9999999999999,0.18040562659998613,67.15795259209996
seca_n11,154.79999999999998,107.99999999999999,184.39999999999998,155.99999999999997,0.03765104889998838,8.653045799399933
bv_n14,124.8,80.99999999999999,90.7,95.99999999999999,0.018979608199970247,0.6377375927999765
ising_n10,0.0,0.0,71.0,71.0,0.015987353999844345,5.820141647600212
qaoa_n6,56.1,47.69999999999999,180.5,143.4,0.02423934630005533,3.493783384700054
qpe_n9,93.3,66.0,156.8,125.99999999999997,0.031859946300073716,2.630086975300128
simon_n6,21.900000000000002,15.0,55.7,47.00000000000001,0.006502756800045972,0.39410006229991273
