,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,Noisy ForeSight CNOTs,Noisy ForeSight Depth,Noisy ForeSight Time,SABRE TVD,ForeSight TVD,Noisy ForeSight TVD,SABRE Relative TVD,ForeSight Relative TVD
adder_n10,65,51,151,0.044161356054246426,39,131,0.3631065560039133,51,154,0.054410773096606135,0.17987470000008787,0.13122472000007637,0.15117470000008798,0.8404444871903282,1.1520291298773584
multiply_n13,40,42,95,0.03259568987414241,42,76,4.301208324963227,51,80,1.1668201780412346,0.10459985000002149,0.16394985000002152,0.10927485000002145,1.0446941367506646,0.666513876042016
multiplier_n15,246,273,451,0.2491638921201229,204,379,17.412532809888944,255,418,12.264134858036414,0.5607499300000044,0.5391999300000043,0.4426999300000043,0.7894783508934202,0.8210311340359424
sat_n11,252,267,637,0.23016110807657242,201,542,11.856938186101615,294,639,6.037647954886779,0.2627250000000002,0.2280250000000001,0.2184250000000001,0.8313826244171659,0.957899353141103
bv_n14,13,21,29,0.015056306961923838,18,29,0.01406996906735003,27,38,0.016049198107793927,0.05567427000052802,0.05537434000043105,0.08664852000218115,1.5563476629574016,1.5647774763817799
qaoa_n6,54,18,142,0.0369008460547775,18,127,0.8198421010747552,18,127,0.18275122996419668,0.03555000000000001,0.031175000000000015,0.028350000000000014,0.7974683544303799,0.909382518043304
