,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,SABRE TVD,ForeSight TVD,Relative TVD,A* CNOTs,A* Depth,A* Time,A* Memory
adder_n10,65,110,144,0.04334403993561864,119,147,0.1974615480285138,0.0732,0.0415,0.5669398907103825,104,127,0.021807969082146883,5.1787109375
qft_n15,210,402,254,0.3627618779428303,513,303,77.71363227907568,1.254,1.2662,1.0097288676236045,438,407,0.052375450963154435,15.0224609375
multiply_n13,40,79,89,0.03718854300677776,85,69,0.3904351119417697,0.0371,0.0327,0.8814016172506738,0,0,0.0,0.0
multiplier_n15,246,495,428,0.5257935309782624,486,423,17.246898737968877,0.2098,0.1991,0.9489990467111535,558,467,0.05135530396364629,10.6240234375
sat_n11,252,504,627,0.24987979815341532,531,637,7.77870395896025,0.1116,0.0807,0.7231182795698924,480,579,0.07254755706526339,10.96875
seca_n11,84,138,124,0.0648946079891175,141,120,1.1064188990276307,0.0385,0.0389,1.0103896103896104,0,0,0.0,0.0
bv_n14,13,28,29,0.014800362987443805,28,32,0.01474757120013237,0.0219,0.0146,0.6666666666666667,0,0,0.0,0.0
ising_n10,90,90,71,0.04574830597266555,90,71,0.15015500714071095,0.1794,0.1782,0.9933110367892977,0,0,0.0,0.0
qaoa_n6,54,72,166,0.040921653155237436,102,158,1.0945472749881446,0.0596,0.0625,1.0486577181208054,0,0,0.0,0.0
qpe_n9,43,79,126,0.035523144993931055,106,118,0.03461779002100229,0.0636,0.0531,0.8349056603773585,0,0,0.0,0.0
