,Swap Diff,SABRE Swaps,MPATH Swaps,SABRE Time,MPATH Time
bigadder_n18,21.0,58.0,37.0,0.6035100389999997,52.50224043
bv_n19,1.0,12.0,11.0,0.10395260499999637,7.729592260000004
multiplier_n25,182.0,515.0,333.0,3.962005021000003,1519.864101622
wstate_n27,7.0,22.0,15.0,0.27929277600014757,4.713584286000014
ghz_state_n23,4.0,10.0,6.0,0.113529533000019,1.1746695220001584
cat_state_n22,10.0,16.0,6.0,0.09106745400004002,1.73636753400001
square_root_n18,116.0,654.0,538.0,4.842710329000056,2782.088360615
cc_n18,9.0,20.0,11.0,0.18379737599934742,6.872211656000218
