,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,SABRE TVD,ForeSight TVD,Relative TVD,A* CNOTs,A* Depth,A* Time,A* Memory
bv_n13.qasm,8,14,18,0.008266157004982233,14,18,0.010457796044647694,0.2816,0.3726,1.323153409090909,17,20,0.15552457107696682,3.689453125
bv_n14.qasm,8,14,19,0.008394322008825839,14,19,0.030131731065921485,0.253,0.3208,1.26798418972332,17,21,0.009631894994527102,2.6357421875
bv_n12.qasm,6,9,13,0.006679734098725021,9,13,0.007414621068164706,0.1004,0.1012,1.0079681274900398,12,15,0.009293250972405076,2.5595703125
bv_n8.qasm,5,8,14,0.005549386027269065,8,13,0.007945999037474394,0.1032,0.1036,1.003875968992248,8,12,0.009341861004941165,2.4697265625
bv_n15.qasm,7,13,19,0.00927560101263225,13,18,0.029510676045902073,0.2414,0.2492,1.0323115161557581,13,17,0.036949749919585884,2.61328125
bv_n10.qasm,6,9,13,0.0063299869652837515,9,13,0.021761688985861838,0.1262,0.1284,1.01743264659271,12,15,0.010387375019490719,2.5302734375
bv_n11.qasm,8,14,18,0.007823444902896881,14,18,0.10576800699345767,0.232,0.263,1.1336206896551724,17,21,0.012173607014119625,2.59765625
bv_n9.qasm,3,3,7,0.004527947981841862,3,7,0.004022309905849397,0.1162,0.141,1.2134251290877796,6,10,0.024507884052582085,2.4462890625
