,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,Noisy ForeSight CNOTs,Noisy ForeSight Depth,Noisy ForeSight Time,SABRE TVD,ForeSight TVD,Noisy ForeSight TVD,SABRE Relative TVD,ForeSight Relative TVD
adder_n10,65,51,148,0.04534619813784957,36,125,0.9544472058769315,51,146,0.10762079316191375,0.07039974000006581,0.06729977000005133,0.06144975000006085,0.8728689907093891,0.9130751858440821
multiply_n13,40,30,66,0.028043102007359266,30,66,4.270159362116829,63,82,0.7409159599337727,0.0399999000000092,0.04259987000001596,0.06257486000001865,1.5643754109386339,1.4688979097822412
multiplier_n15,246,234,415,0.3794984379783273,195,372,20.471863818820566,249,422,14.7761598569341,0.2817499300000043,0.2771249300000043,0.20244993000000425,0.7185447393012703,0.7305366933245634
sat_n11,252,288,617,0.31131058605387807,210,541,13.770395096158609,285,628,11.92916934704408,0.16850000000000015,0.1318250000000002,0.11820000000000022,0.7014836795252233,0.896643277071876
bv_n14,13,21,33,0.015436675166711211,21,33,0.014365878887474537,42,45,0.024609914049506187,0.028274540000208438,0.029249510000236595,0.035149480000266804,1.2431494906727991,1.2017117551706844
qaoa_n6,54,21,141,0.03818600811064243,18,126,1.2182737530674785,30,138,0.3027633030433208,0.025125000000000005,0.02227500000000001,0.02260000000000002,0.8995024875621896,1.0145903479236817
