,SABRE CNOTs,SABRE Depth,SABRE Time,MPATH_IPS CNOTs,MPATH_IPS Depth,MPATH_IPS Time,MPATH_IPS SSOnly CNOTs,MPATH_IPS SSOnly Depth,MPATH_IPS SSOnly Time,A* CNOTs,A* Depth,A* Time
one-two-three-v3_101.qasm,42,86,0.025655781000295974,48,90,0.16479373299989675,48,90,0.041443470000103844,54,93,0.009694206000403938
mod8-10_177.qasm,324,595,0.17271003999985624,240,503,8.719210500000372,279,541,0.41810858500002723,273,510,0.017395132000274316
sf_276.qasm,543,984,0.3016156349999619,420,882,13.242068405000282,477,924,1.001868261999789,486,919,0.02906271799975002
cm42a_207.qasm,1317,2208,0.7334294300003421,1050,1948,55.669090004999816,1200,2073,3.173487407999801,1179,2073,0.05825362799987488
4gt12-v1_89.qasm,147,280,0.08169151299989608,126,254,3.33593332800001,141,269,0.15398066700026902,147,278,0.01164624900002309
pm1_249.qasm,1296,2096,0.8814935939999486,1086,1961,60.13653033499986,1221,2082,2.5597622299997056,1179,2073,0.05641084800026874
mod10_171.qasm,174,307,0.0920095799997398,132,277,3.2765044630000375,147,282,0.17860700100027316,141,284,0.010399787000096694
decod24-v1_41.qasm,60,108,0.029287760000443086,45,96,0.6691452080003728,51,103,0.053859449999890785,51,102,0.00701623999975709
4gt12-v0_88.qasm,135,244,0.07115601900022739,108,225,4.36555240000007,114,225,0.17493952599988916,114,217,0.009297888000219245
rd53_138.qasm,93,131,0.0546288249997815,78,115,8.740625810999973,87,128,0.40534420299991325,78,122,0.008409525999923062
4gt4-v0_79.qasm,156,286,0.08207179200007886,123,257,3.409954196000399,138,272,0.44204535900007613,156,307,0.013500707999810402
alu-v3_34.qasm,39,74,0.01900789299997996,30,63,0.48015453299967703,33,66,0.045038261999707174,30,59,0.007125513999653776
decod24-v3_45.qasm,87,178,0.048357881999891106,78,165,1.917355832999874,87,176,0.11604519899992738,87,188,0.00937697399967874
4gt4-v0_80.qasm,126,219,0.06865257699973881,96,197,2.9210201089999828,108,208,0.1318424490000325,108,195,0.011529319000146643
mod8-10_178.qasm,237,435,0.14212133599994559,186,389,4.589652339000168,207,401,0.25920169900018664,222,415,0.015496046999942337
hwb4_49.qasm,150,303,0.08304236300000412,120,258,3.1260200990000158,129,269,0.32285145500009094,129,270,0.010032114000296133
4mod5-bdd_287.qasm,51,95,0.02575525199972617,39,84,0.1220810069999061,42,86,0.05432598600009442,54,92,0.010173931999815977
decod24-v0_38.qasm,30,59,0.01776233800001137,27,58,0.5717751829997724,27,58,0.03999981100014338,27,55,0.013008722999984457
