,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,ForeSight SSOnly CNOTs,ForeSight SSOnly Depth,ForeSight SSOnly Time,A* CNOTs,A* Depth,A* Time,A* Memory
sym9_146.qasm,148,370,317,0.17646318906918168,376,332,3.037985861999914,376,331,2.235576000995934,355,345,0.03383195912465453,7.9912109375
rd53_311.qasm,124,340,336,0.16749826492741704,328,300,23.540882523870096,337,284,1.0502789369784296,331,327,0.03610269818454981,6.6533203125
one-two-three-v0_97.qasm,128,323,371,0.13507980899885297,308,362,0.6861219040583819,311,361,0.15384870418347418,311,324,0.018352501094341278,6.595703125
mod8-10_178.qasm,152,389,444,0.17131334985606372,365,408,0.8027637510094792,368,418,0.14562104805372655,395,463,0.03243628586642444,7.517578125
decod24-enable_126.qasm,149,383,432,0.16629403899423778,365,421,1.0764602678827941,371,415,0.235917350044474,365,402,0.017886481015011668,7.31640625
mini-alu_167.qasm,126,333,377,0.14265864016488194,303,363,1.181329470826313,303,361,0.1480140220373869,303,351,0.03264915104955435,6.533203125
rd53_135.qasm,134,338,372,0.14787396299652755,338,358,0.7258978479076177,350,366,0.6209640558809042,335,328,0.017259913962334394,6.787109375
ham7_104.qasm,149,371,405,0.1567019522190094,344,404,3.1841066270135343,344,404,0.2402238310314715,341,362,0.034735744120553136,7.0732421875
sym6_316.qasm,123,345,334,0.16991505795158446,321,293,12.940089096082374,333,311,0.30000175000168383,333,317,0.03617924987338483,6.626953125
rd84_142.qasm,154,394,278,0.1909955539740622,385,300,2.2476581728551537,385,300,1.5485635029617697,382,282,0.03647198108956218,7.5927734375
