,size,depth,SABRE CNOTs,SABRE Depth,SABRE Time,MPATH_IPS CNOTs,MPATH_IPS Depth,MPATH_IPS Time,"Layer Density, mean","Layer Density, std.","Child Distance, mean","Child Distance, std."
553,300,60,810,408,0.4897171679999701,795,364,2.2791339519999383,0.8461538461538461,0.8177035240565116,3.259259259259259,4.659459455158519
554,300,65,621,367,0.30597140999998373,663,333,1.461683658000311,0.8046875,0.8106574661000477,1.99009900990099,2.2271726493469295
555,300,72,639,378,0.4081277949999276,711,378,2.301764338999874,0.7236842105263158,0.6901312653654397,2.8130841121495327,4.0926897243550036
556,300,96,900,543,0.3822604480001246,846,404,2.0048392359999525,0.6221198156682027,0.6332340547796564,2.2481203007518795,3.6240757495062534
557,300,66,699,431,0.4212657959997159,768,456,2.0681437809998897,0.8285714285714286,0.801274494993152,2.6283185840707963,3.6195014819930944
558,300,91,747,427,0.3367513600001075,738,368,0.9136096590000307,0.6203208556149733,0.654244801804369,2.6956521739130435,4.9328956361631935
559,300,66,690,447,0.4270093600002838,717,298,1.8834494850002557,0.7379310344827587,0.7429734264999905,3.1262135922330097,4.984791650514447
560,300,93,786,532,0.3423550659999819,807,330,0.9198244969998086,0.6378378378378379,0.6606104267006351,2.008771929824561,3.272682289657312
561,300,68,657,426,0.3092622159997518,765,346,1.2207984279998527,0.7941176470588235,0.7487012977269327,2.5904761904761906,4.752333237664849
562,300,74,831,497,0.3685682249997626,921,387,1.3954977620001046,0.76875,0.6540439109876339,2.6,4.624932431938871
563,300,98,804,538,0.4227574800002003,747,347,0.4820774509998955,0.5428571428571428,0.5610970789202071,2.142857142857143,4.838198349107457
564,300,69,756,448,0.45700216600016574,687,332,0.9755924670002969,0.8529411764705882,0.7429018200185347,2.849557522123894,4.081517241180544
565,300,102,846,607,0.3694124399999055,735,376,0.7475125629998729,0.521551724137931,0.5794328431651131,1.8083333333333333,2.4909698022167097
