,SABRE CNOTs,SABRE Depth,SABRE Time,MPATH_IPS CNOTs,MPATH_IPS Depth,MPATH_IPS Time,"Layer Density, mean","Layer Density, std.","Child Distance, mean","Child Distance, std.","In Layer Distance, mean","In Layer Distance, std."
83,237,156,0.10384768300002634,213,160,2.67985403900002,0.7692307692307693,0.7599439406294441,2.3333333333333335,3.210226714043037,7.661538461538462,21.87395847055575
84,1935,1017,0.9165556220000326,1578,1131,5.860415814000021,0.5431034482758621,0.5732380507796675,1.9193548387096775,3.377495351970764,1.7988505747126438,10.812657485429396
85,531,258,0.27626042099996084,576,327,12.267130647000045,0.8571428571428571,0.806177094107966,2.48,3.3599999999999994,11.758241758241759,26.000566629218948
86,1380,673,0.732394161000002,1494,975,9.989303016000008,0.5955056179775281,0.6485784130185085,2.5987261146496814,4.676625535863847,3.902621722846442,16.297959267117974
87,1101,603,0.7585980540000037,1365,717,18.50191886599987,0.8294117647058824,0.7516763273098749,3.427536231884058,8.08638834947607,9.188235294117646,27.68010290598308
88,507,387,0.2858400509999228,510,360,0.9545499230000587,0.5364238410596026,0.524560168167228,1.6625,2.8414070018214566,0.609271523178808,5.836597836390527
89,1062,558,0.5405534770000031,1080,628,12.85957224799995,0.7219251336898396,0.7072584221332808,3.196969696969697,5.98791635983796,6.117647058823529,17.640711871103242
90,843,487,0.6932162049999988,759,626,1.7170476579999558,0.45614035087719296,0.5403110033134909,1.0970873786407767,0.5831711618516975,1.0614035087719298,7.133790468693045
91,1509,826,0.7042653930000142,1344,999,8.599730434000094,0.4867021276595745,0.5787309820373722,1.510989010989011,2.5650632684804897,1.9840425531914894,13.164659357468736
92,1557,872,0.7996924219999073,1584,1050,12.747770214999946,0.5313432835820896,0.6069765923401986,1.9886363636363635,4.002823770851756,2.9492537313432834,17.181570942148976
93,918,537,0.4039790299998458,879,536,3.637351055999943,0.5431472081218274,0.5826739026307307,2.142857142857143,3.889983648952222,1.8375634517766497,12.486500737284949
94,1113,667,0.5953787769999508,1044,720,8.20833145100005,0.6342592592592593,0.6530075770981525,2.6194029850746268,4.966747300603363,4.518518518518518,16.45841081921646
95,723,437,0.6259406290000697,744,477,10.962638835000007,0.6196319018404908,0.6088165020886026,2.39,3.687533050699342,2.7116564417177913,12.44705298177233
96,954,487,0.610374481000008,918,586,11.276878193999892,0.6896551724137931,0.6748408893372735,2.0252100840336134,3.4966062414812358,4.597701149425287,16.254060338078812
97,1578,935,0.7377066060000743,1440,1026,15.555101055000023,0.5323529411764706,0.5907226821421637,2.122905027932961,5.158545597174764,2.0294117647058822,9.805716502355525
98,1047,541,0.7464925419999417,984,580,8.817760761000045,0.7543859649122807,0.7480352843974681,2.626984126984127,4.926014724220799,8.070175438596491,21.844634532625122
99,966,532,0.6268826349999017,864,542,7.760853040999791,0.6198830409356725,0.7103758895466767,1.819047619047619,2.555222299083277,7.964912280701754,36.9133479933753
