,SABRE Swaps,MPATH Swaps,SABRE Depth,MPATH Depth,SABRE Time,MPATH Time
adder_n10,48.8,29.000000000000007,131.99999999999997,125.0,0.2967308569999999,1.2229554772000002
cc_n12,23.0,20.0,48.6,59.0,0.1398716896,0.6691599092000001
multiplier_n15,264.6,154.6,403.0,330.6,1.4159148051999981,26.1384267518
qf21_n15,111.80000000000001,96.19999999999999,291.4,305.2,0.7537260983999998,7.311809971600002
sat_n11,223.80000000000004,142.59999999999997,555.4,500.2,1.514032442000007,44.39065653259998
qft_n15,140.79999999999995,119.19999999999996,205.39999999999998,149.0,1.3242000698000083,21.076978509399986
dnn_n8,19.600000000000023,17.0,157.8,105.0,0.9885608878000085,65.96699109580003
seca_n11,45.39999999999999,31.199999999999996,101.39999999999999,91.2,0.3560175062000098,2.7777187539999884
bv_n14,22.0,20.0,30.8,36.0,0.13495551999999406,0.5056316623999692
ising_n10,0.0,0.0,42.0,42.0,0.3440724289999707,6.860520228799988
qaoa_n6,19.199999999999996,20.000000000000014,100.19999999999999,83.2,0.29290817960002186,2.311628316999986
qpe_n9,27.599999999999987,20.999999999999993,104.80000000000001,103.0,0.19169472059998044,0.8985802546000285
simon_n6,5.599999999999998,7.599999999999998,33.599999999999994,36.6,0.054128176600011096,0.20049612980001258
