,SABRE Swaps,MPATH Swaps,SABRE Depth,MPATH Depth,SABRE Time,MPATH Time
adder_n10,32.40000000000001,30.0,122.80000000000001,126.0,0.2470302287999998,1.0336059352
cc_n12,19.6,11.0,50.0,50.0,0.12359907780000084,0.3276716625999999
multiplier_n15,217.0,116.79999999999998,371.00000000000006,315.0,1.2336389595999993,24.199944137
qf21_n15,122.8,77.60000000000002,298.20000000000005,293.6,0.7157751676000031,6.4534961431999935
sat_n11,244.99999999999994,144.6,554.5999999999999,501.6,1.6238456053999923,43.04716155040001
qft_n15,168.8,115.99999999999994,231.79999999999998,148.0,1.3126089589999992,20.201856154800012
dnn_n8,35.00000000000003,22.0,109.19999999999999,111.99999999999999,1.1205058760000042,65.9738939386
seca_n11,50.400000000000006,31.999999999999993,104.80000000000001,92.20000000000002,0.46057057079995045,2.3877730485999793
bv_n14,16.4,12.0,28.799999999999997,27.0,0.11004363180002201,0.2907952703999854
ising_n10,0.0,0.0,42.0,42.0,0.3877091033999932,7.64302583900003
qaoa_n6,16.599999999999994,21.79999999999999,96.6,87.0,0.2798752943999943,2.6444149721999795
qpe_n9,38.4,23.20000000000001,111.2,99.19999999999999,0.2345974694000006,0.8811021459999664
simon_n6,5.1999999999999975,5.199999999999999,33.4,34.2,0.06701215299999604,0.15229314840000827
