,SABRE Swaps,MPATH Swaps,SABRE Depth,MPATH Depth,SABRE Time,MPATH Time
bigadder_n18,62.40000000000002,42.2,193.8,173.0,0.6294530616000007,9.745476502399999
qft_n20,193.60000000000005,218.19999999999993,376.20000000000005,245.0,3.0877130594000075,111.93915916240002
ising_n26,7.0,20.599999999999994,16.400000000000002,20.2,0.48094005220000324,4.9285432847999795
bv_n19,22.8,13.999999999999993,36.0,31.0,0.16403707100002976,1.1985669761999589
dnn_n16,24.200000000000017,10.999999999999943,199.0,101.0,3.0129431090000707,185.32528392159998
multiplier_n25,500.2,312.79999999999995,1056.0000000000002,863.6,5.113820362000114,754.0778151254
wstate_n27,47.800000000000004,33.400000000000006,75.0,59.199999999999996,0.3739843360002851,4.30859676279997
ghz_state_n23,11.600000000000001,15.0,30.999999999999996,39.0,0.11196927300024981,1.23616157059987
cat_state_n22,16.799999999999997,7.999999999999998,32.6,31.0,0.10979490859990619,0.7490510801997516
square_root_n18,699.6,458.5999999999999,1694.3999999999999,1465.2,5.2406488369999344,1785.3889464036006
cc_n18,26.800000000000008,9.999999999999996,61.79999999999999,65.0,0.18064396480040157,1.2209542370001145
