,SABRE Swaps,MPATH Swaps,SABRE Depth,MPATH Depth,SABRE Time,MPATH Time
adder_n10,33.99999999999999,34.999999999999986,123.80000000000001,131.0,0.2093215217999999,1.1716789282
cc_n12,22.599999999999998,14.000000000000002,51.6,53.0,0.12399000660000006,0.4489093713999999
multiplier_n15,232.59999999999997,145.0,385.0,337.0,1.681288075200003,28.29493087419999
qf21_n15,116.60000000000002,83.0,292.8,296.0,0.8060137206000093,7.325894173799997
sat_n11,210.99999999999994,162.00000000000003,531.8,529.0,1.4640066352000134,44.0029525724
qft_n15,-1.0,N/A,-1.0,N/A,-1.0,N/A
dnn_n8,-1.0,N/A,-1.0,N/A,-1.0,N/A
seca_n11,44.8,30.0,100.8,92.0,0.49111984159999333,2.7537307248000613
bv_n14,17.200000000000003,11.0,28.400000000000002,27.0,0.13971141639999587,0.38028554260001785
ising_n10,0.0,0.0,42.0,42.0,0.39459935919999223,8.16710853320003
qaoa_n6,16.79999999999999,16.999999999999986,98.2,81.0,0.3715882307999664,2.9770874100000126
qpe_n9,40.8,22.0,110.2,104.0,0.28622624900006033,1.1743975401999933
simon_n6,5.200000000000001,8.0,33.0,37.0,0.08295782680002049,0.2416528507999828
