,SABRE Swaps,MPATH Swaps,SABRE Depth,MPATH Depth,SABRE Time,MPATH Time
bigadder_n18,65.79999999999998,46.40000000000002,187.0,175.6,0.6281097787999993,10.797539569
qft_n20,190.19999999999993,243.0,370.4,257.2,2.7533738799999963,104.56415622759998
ising_n26,15.20000000000001,12.999999999999986,22.4,15.0,0.5786979163999604,4.080886862400029
bv_n19,22.000000000000004,8.999999999999993,32.2,27.0,0.18346579379999642,0.7681112582000196
dnn_n16,21.199999999999903,5.000000000000057,202.39999999999998,103.0,2.5260377743999696,166.62242945819995
multiplier_n25,519.8,352.9999999999999,1053.2,892.1999999999999,5.864369651600055,724.9671748847998
wstate_n27,31.000000000000007,16.999999999999993,67.2,59.0,0.3518009653998888,2.4392879077999168
ghz_state_n23,16.8,9.0,34.4,33.0,0.1117338457997903,0.7065330627998265
cat_state_n22,14.8,10.0,32.4,32.0,0.10518696059989452,0.5950420039998789
square_root_n18,731.4,548.7999999999998,1707.0,1527.6,5.981868771399968,1768.0414132018
cc_n18,20.800000000000004,11.0,57.199999999999996,64.0,0.1863842681999813,1.5938305876003143
