,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,Noisy ForeSight CNOTs,Noisy ForeSight Depth,Noisy ForeSight Time,SABRE TVD,ForeSight TVD,Noisy ForeSight TVD,SABRE Relative TVD,ForeSight Relative TVD
adder_n10,65,51,142,0.04714704002253711,39,127,0.4289531100075692,45,143,0.05515848589129746,0.4864246900000939,0.4151246900000939,0.40864969000009393,0.8401088563165143,0.9844022768195299
multiply_n13,40,36,74,0.03203723207116127,30,63,1.2191699349787086,42,74,0.2586230179294944,0.39017485000002144,0.34174985000002145,0.3379748500000215,0.8662138269547689,0.9889539088312702
multiplier_n15,246,276,444,0.2649701018817723,225,381,18.28989863791503,273,441,6.022580070886761,0.8162249300000042,0.8434999300000043,0.8092499300000043,0.9914545614283066,0.9593953730381461
sat_n11,252,300,621,0.39323875890113413,216,571,12.410216583870351,288,681,2.4064556260127574,0.33932500000000004,0.33037500000000003,0.33064999999999994,0.9744345391586234,1.0008323874385165
bv_n14,13,18,30,0.013872945215553045,18,30,0.013032980961725116,21,38,0.011450335150584579,0.23017193000940325,0.1970473600069528,0.24529684000996446,1.065711357592315,1.244862351879818
qaoa_n6,54,18,126,0.036870616022497416,18,124,1.086269485997036,21,130,0.19555529300123453,0.05955000000000001,0.06257500000000002,0.062375,1.0474391267842147,0.9968038353975227
