,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,Noisy ForeSight CNOTs,Noisy ForeSight Depth,Noisy ForeSight Time,SABRE TVD,ForeSight TVD,Noisy ForeSight TVD,SABRE Relative TVD,ForeSight Relative TVD
adder_n10,65,45,132,0.04143552202731371,39,137,0.955854969099164,48,152,0.05482287495397031,0.07707475000006077,0.09337473000007095,0.06949977000005138,0.9017190454720461,0.7443102646722359
multiply_n13,40,39,77,0.034176229033619165,36,68,0.5786943358834833,63,94,0.669846637872979,0.05904986000001865,0.061624870000016034,0.06882487000001591,1.1655382417501783,1.116835946266467
multiplier_n15,246,291,471,0.27781627094373107,225,395,26.78738253703341,291,450,23.117926029022783,0.31272493000000434,0.37314993000000435,0.30049993000000436,0.9609081373845065,0.8053061406175284
sat_n11,252,261,595,0.22982743592001498,201,542,12.565471385139972,297,649,5.113829931942746,0.18090000000000003,0.15717499999999998,0.14692499999999997,0.8121890547263678,0.9347860664864004
bv_n14,13,15,28,0.013087303144857287,15,28,0.009764974005520344,21,27,0.014419185929000378,0.02764958000017351,0.027224670000106616,0.028299520000226997,1.0235063245101519,1.0394807356752598
qaoa_n6,54,24,131,0.04147714120335877,24,131,7.001241637161002,42,138,2.5290692360140383,0.028400000000000005,0.030700000000000033,0.028275000000000005,0.9955985915492958,0.9210097719869699
