,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,Noisy ForeSight CNOTs,Noisy ForeSight Depth,Noisy ForeSight Time,SABRE TVD,ForeSight TVD,Noisy ForeSight TVD,SABRE Relative TVD,ForeSight Relative TVD
adder_n10,65,42,139,0.040290483040735126,36,125,0.7554244371131063,51,151,0.14635455515235662,0.2864996900000939,0.3034746900000939,0.31784969000009383,1.1094242021692577,1.047368035864854
multiply_n13,40,45,90,0.03982602106407285,39,74,2.653963346965611,54,81,1.2118489479180425,0.23152485000002143,0.24114985000002148,0.3098748500000214,1.3384085984722276,1.2849887735778969
multiplier_n15,246,273,429,0.41865503904409707,216,389,22.384661683114246,249,426,24.94242984498851,0.7023749300000043,0.6964499300000043,0.7260749300000043,1.0337426621989483,1.0425371569783917
sat_n11,252,294,633,0.24685888085514307,207,562,9.14585073897615,297,646,7.42489900207147,0.3206,0.3005500000000001,0.28495000000000004,0.8888022457891455,0.948095158875395
bv_n14,13,18,35,0.014157806988805532,18,35,0.0108753670938313,18,35,0.01359592191874981,0.10737346000236102,0.1110234500023924,0.11554835000271195,1.076135108249014,1.0407562546491038
qaoa_n6,54,18,145,0.03618604503571987,18,127,0.8965661979746073,48,140,0.2892277929931879,0.05332500000000001,0.05727499999999999,0.06522500000000005,1.2231598687294896,1.1388040157136632
