,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,Noisy ForeSight CNOTs,Noisy ForeSight Depth,Noisy ForeSight Time,SABRE TVD,ForeSight TVD,Noisy ForeSight TVD,SABRE Relative TVD,ForeSight Relative TVD
adder_n10,65,42,128,0.042230179999023676,36,121,0.675980769097805,42,140,0.06880459794774652,0.08477473000007092,0.08722474000006569,0.07129978000004679,0.8410499213620278,0.8174261109863221
multiply_n13,40,33,67,0.03232817188836634,39,71,3.328930197050795,51,74,2.9557298100553453,0.06829986000001854,0.06469987000001595,0.06904985000002153,1.0109808424205085,1.067233210824141
multiplier_n15,246,252,442,0.24438400682993233,216,392,20.01053188997321,267,442,12.628950553946197,0.32764993000000436,0.32407493000000426,0.29224993000000427,0.8919578588037556,0.9017974022242339
sat_n11,252,306,647,0.2506375350058079,222,551,10.999536168994382,282,613,13.363837691023946,0.15102499999999996,0.14829999999999988,0.11472499999999994,0.7596424433040885,0.7736008091706004
bv_n14,13,24,38,0.016773596173152328,24,41,0.012134054908528924,30,44,0.01279363501816988,0.03627454000020843,0.030349580000173428,0.03599953000021764,0.9924186495545027,1.1861623785242472
qaoa_n6,54,18,153,0.03522648708894849,18,124,1.005248239962384,21,127,0.2148719250690192,0.027450000000000006,0.02142500000000001,0.022650000000000014,0.8251366120218583,1.0571761960326722
