,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,ForeSight CNOTs,ForeSight Depth,ForeSight Time,Noisy ForeSight CNOTs,Noisy ForeSight Depth,Noisy ForeSight Time,SABRE TVD,ForeSight TVD,Noisy ForeSight TVD,SABRE Relative TVD,ForeSight Relative TVD
adder_n10,65,54,148,0.047350564040243626,42,133,0.34056910197250545,48,153,0.08866454381495714,0.07879975000006072,0.06842476000005597,0.07172475000006083,0.9102154511912228,1.0482280098607897
multiply_n13,40,42,75,0.03724219813011587,39,70,1.1806119510438293,60,94,2.8721918500959873,0.06344988000001342,0.06704989000001126,0.054624880000013476,0.8609138425478806,0.8146900762999657
multiplier_n15,246,231,432,0.29396551684476435,207,376,20.35172349587083,291,437,29.124903589952737,0.3780249300000043,0.2260249300000043,0.1990499300000043,0.5265523890183699,0.8806547578623318
sat_n11,252,300,621,0.24563448503613472,189,556,9.572092873044312,279,592,13.559884464135394,0.130025,0.1005,0.09152499999999998,0.7039030955585462,0.9106965174129351
bv_n14,13,21,37,0.016436452977359295,21,38,0.012708332855254412,30,47,0.017248208867385983,0.033049490000256546,0.03564950000024678,0.04379930000048522,1.325264020719994,1.2286090969068857
qaoa_n6,54,18,142,0.03706044307909906,18,127,1.1543194819241762,21,127,0.2001201610546559,0.023675000000000015,0.025400000000000002,0.024175000000000002,1.0211193241816257,0.9517716535433071
