,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,A* CNOTs,A* Depth,A* Time,A* Memory,A* Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,TKET CNOTs,TKET Depth,TKET Time,TKET Consolidated Blocks,qubits
vqe_n8.qasm,5488,-625,6440,24.286634322000282,536,-580,6498,39.226300476999995,0,542,-565,6421,2617.4957478049996,3581,3670,553,-422,6815,34.07056688500052,525,8
vqe_n6.qasm,1052,-125,1298,4.857762178000485,107,-116,1296,5.187930399000834,0,107,-124,1298,93.70242694499939,704,781,107,-113,1312,5.209217674999309,100,6
vqe_n7.qasm,2576,-301,3101,11.519393542001126,259,-285,3105,12.138678160999916,0,258,-294,3095,491.89313298899833,1749,1751,256,-280,3132,12.169417249000617,232,7
