,Original CNOTs,SABRE CNOTs,SABRE Depth,SABRE Time,SABRE Consolidated Blocks,A* CNOTs,A* Depth,A* Time,A* Memory,A* Consolidated Blocks,ForeSight-D CNOTs,ForeSight-D Depth,ForeSight-D Time,ForeSight-D ALAP Proportion,ForeSight-D ASAP Proportion,ForeSight-D Consolidated Blocks,TKET CNOTs,TKET Depth,TKET Time,TKET Consolidated Blocks,qubits
vqe_n8.qasm,5488,-475,6505,29.461040779999166,541,-346,6818,33.997487131,0,618,-501,6499,2187.294720157,3685,3566,568,-114,6954,51.645543910000015,508,8
vqe_n6.qasm,1052,-105,1305,5.905714497999725,107,-95,1319,5.394978510999863,0,109,-99,1302,104.27911342299922,769,716,109,119,1665,14.56780374399932,147,6
vqe_n7.qasm,2576,-242,3097,11.565676425001584,258,-187,3254,15.487224384000001,0,290,-243,3127,487.8663791050003,1783,1717,274,-244,3112,30.803067520000695,230,7
